"","method","survey_year","island","species","MPA","REF","log_ratio"
"51","BRUV",2019,"Anacapa","bm_GLIN",0.0068446098578609,0.0068446098578609,0
"52","BRUV",2019,"Anacapa","bm_GMAE",0.0068446098578609,0.0068446098578609,0
"53","BRUV",2019,"Anacapa","bm_GMOR",0.0068446098578609,0.0068446098578609,0
"54","BRUV",2019,"Anacapa","bm_GNIG",0.0068446098578609,0.0068446098578609,0
"55","BRUV",2019,"Anacapa","bm_HANA",0.0068446098578609,0.0068446098578609,0
"56","BRUV",2019,"Anacapa","bm_HARG",0.0068446098578609,0.0068446098578609,0
"57","BRUV",2019,"Anacapa","bm_HAZU",0.0068446098578609,0.0068446098578609,0
"58","BRUV",2019,"Anacapa","bm_HCAL",0.0068446098578609,0.0068446098578609,0
"59","BRUV",2019,"Anacapa","bm_HCAR",0.0068446098578609,0.0068446098578609,0
"60","BRUV",2019,"Anacapa","bm_HDEC",0.0068446098578609,0.0068446098578609,0
"61","BRUV",2019,"Anacapa","bm_HELL",0.0068446098578609,0.0068446098578609,0
"62","BRUV",2019,"Anacapa","bm_HEXA",0.0068446098578609,0.0068446098578609,0
"63","BRUV",2019,"Anacapa","bm_HFRA",0.0068446098578609,0.0068446098578609,0
"64","BRUV",2019,"Anacapa","bm_HGRI",0.0068446098578609,0.0068446098578609,0
"65","BRUV",2019,"Anacapa","bm_HHEM",0.0068446098578609,0.0068446098578609,0
"66","BRUV",2019,"Anacapa","bm_HLAG",0.0068446098578609,0.0068446098578609,0
"67","BRUV",2019,"Anacapa","bm_HROS",0.0068446098578609,0.0068446098578609,0
"68","BRUV",2019,"Anacapa","bm_HRUB",0.0068446098578609,0.0068446098578609,0
"69","BRUV",2019,"Anacapa","bm_HSEM",0.0068446098578609,0.0068446098578609,0
"70","BRUV",2019,"Anacapa","bm_HSEMYOY",0.0068446098578609,0.0068446098578609,0
"71","BRUV",2019,"Anacapa","bm_HSPI",0.0068446098578609,0.0068446098578609,0
"72","BRUV",2019,"Anacapa","bm_HSTE",0.0068446098578609,0.0068446098578609,0
"73","BRUV",2019,"Anacapa","bm_HSTO",0.0068446098578609,0.0068446098578609,0
"74","BRUV",2019,"Anacapa","bm_KGB",0.0068446098578609,0.0068446098578609,0
"75","BRUV",2019,"Anacapa","bm_LARM",0.0068446098578609,0.0068446098578609,0
"76","BRUV",2019,"Anacapa","bm_LBIL",0.0068446098578609,0.0068446098578609,0
"77","BRUV",2019,"Anacapa","bm_LHIR",0.0068446098578609,0.0103187765245276,-0.178279508537465
"78","BRUV",2019,"Anacapa","bm_MCAL",0.0068446098578609,0.0068446098578609,0
"79","BRUV",2019,"Anacapa","bm_MMIN",0.0068446098578609,0.0068446098578609,0
"80","BRUV",2019,"Anacapa","bm_MMOL",0.0068446098578609,0.0068446098578609,0
"81","BRUV",2019,"Anacapa","bm_NBLA",0.0068446098578609,0.0068446098578609,0
"82","BRUV",2019,"Anacapa","bm_NCEP",0.0068446098578609,0.0068446098578609,0
"83","BRUV",2019,"Anacapa","bm_OCAL",0.0068446098578609,0.0251004431911942,-0.564332691330017
"84","BRUV",2019,"Anacapa","bm_OCALYOY",0.0068446098578609,0.0068446098578609,0
"85","BRUV",2019,"Anacapa","bm_OELO",0.0068446098578609,0.0068446098578609,0
"86","BRUV",2019,"Anacapa","bm_OPIC",0.0068446098578609,0.0081358598578609,-0.0750547607228724
"87","BRUV",2019,"Anacapa","bm_OTSH",0.0068446098578609,0.0068446098578609,0
"88","BRUV",2019,"Anacapa","bm_OYB",0.0068446098578609,0.0068446098578609,0
"89","BRUV",2019,"Anacapa","bm_OYT",0.0068446098578609,0.0068446098578609,0
"90","BRUV",2019,"Anacapa","bm_PATR",0.0068446098578609,0.0068446098578609,0
"91","BRUV",2019,"Anacapa","bm_PCAL",0.0068446098578609,0.0305229431911942,-0.649277709951165
"92","BRUV",2019,"Anacapa","bm_PCLA",0.131737109857861,0.0068446098578609,1.28435943292014
"93","BRUV",2019,"Anacapa","bm_PCLAYOY",0.0068446098578609,0.0068446098578609,0
"94","BRUV",2019,"Anacapa","bm_PCOE",0.0157467527150038,0.0068446098578609,0.361842309006662
"95","BRUV",2019,"Anacapa","bm_PFAL",0.0068446098578609,0.0068446098578609,0
"96","BRUV",2019,"Anacapa","bm_PFUR",0.0068446098578609,0.0149887765245276,-0.34041748609774
"97","BRUV",2019,"Anacapa","bm_PGLA",0.0068446098578609,0.0068446098578609,0
"98","BRUV",2019,"Anacapa","bm_PHOL",0.0068446098578609,0.0068446098578609,0
"99","BRUV",2019,"Anacapa","bm_PLEU",0.0068446098578609,0.0068446098578609,0
"100","BRUV",2019,"Anacapa","bm_PMAC",0.0068446098578609,0.0068446098578609,0
"101","BRUV",2019,"Anacapa","bm_PMEL",0.0068446098578609,0.0068446098578609,0
"102","BRUV",2019,"Anacapa","bm_PNEB",0.0068446098578609,0.0068446098578609,0
"103","BRUV",2019,"Anacapa","bm_PNOT",0.0068446098578609,0.0068446098578609,0
"104","BRUV",2019,"Anacapa","bm_PPRO",0.0068446098578609,0.0068446098578609,0
"105","BRUV",2019,"Anacapa","bm_PTRI",0.0068446098578609,0.0068446098578609,0
"106","BRUV",2019,"Anacapa","bm_PVIO",0.0068446098578609,0.0068446098578609,0
"107","BRUV",2019,"Anacapa","bm_RALL",0.0068446098578609,0.0068446098578609,0
"108","BRUV",2019,"Anacapa","bm_RBIN",0.0068446098578609,0.0068446098578609,0
"109","BRUV",2019,"Anacapa","bm_RFSP",0.0175735384292895,0.0068446098578609,0.409510516998337
"110","BRUV",2019,"Anacapa","bm_RFYOY",0.0068446098578609,0.0068446098578609,0
"111","BRUV",2019,"Anacapa","bm_RHYP",0.0068446098578609,0.0068446098578609,0
"112","BRUV",2019,"Anacapa","bm_RJOR",0.0068446098578609,0.0068446098578609,0
"113","BRUV",2019,"Anacapa","bm_RNIC",0.00820246700071804,0.0113058598578609,-0.139359105991838
"114","BRUV",2019,"Anacapa","bm_RONSP",0.0068446098578609,0.0068446098578609,0
"115","BRUV",2019,"Anacapa","bm_RRIC",0.0068446098578609,0.0068446098578609,0
"116","BRUV",2019,"Anacapa","bm_RSTE",0.0068446098578609,0.0068446098578609,0
"117","BRUV",2019,"Anacapa","bm_RTOX",0.0068446098578609,0.0068446098578609,0
"118","BRUV",2019,"Anacapa","bm_RVAC",0.0068446098578609,0.0068446098578609,0
"119","BRUV",2019,"Anacapa","bm_RYOY",0.0068446098578609,0.0068446098578609,0
"120","BRUV",2019,"Anacapa","bm_SACA",0.0068446098578609,0.0068446098578609,0
"121","BRUV",2019,"Anacapa","bm_SARG",0.0068446098578609,0.0068446098578609,0
"122","BRUV",2019,"Anacapa","bm_SATR",0.0068446098578609,0.0068446098578609,0
"123","BRUV",2019,"Anacapa","bm_SAUR",0.0068446098578609,0.0068446098578609,0
"124","BRUV",2019,"Anacapa","bm_SCAL",0.0068446098578609,0.0068446098578609,0
"125","BRUV",2019,"Anacapa","bm_SCAR",0.0068446098578609,0.0068446098578609,0
"126","BRUV",2019,"Anacapa","bm_SCAU",0.0141213955721466,0.132636276524528,-0.972784702737898
"127","BRUV",2019,"Anacapa","bm_SCHI",0.0068446098578609,0.0068446098578609,0
"128","BRUV",2019,"Anacapa","bm_SCHR",0.0068446098578609,0.0068446098578609,0
"129","BRUV",2019,"Anacapa","bm_SCOMSPP",0.0068446098578609,0.0068446098578609,0
"130","BRUV",2019,"Anacapa","bm_SCON",0.0068446098578609,0.0068446098578609,0
"131","BRUV",2019,"Anacapa","bm_SDAL",0.0068446098578609,0.0068446098578609,0
"132","BRUV",2019,"Anacapa","bm_SDIA",0.0068446098578609,0.0068446098578609,0
"133","BRUV",2019,"Anacapa","bm_SEBASTESSPP",0.0068446098578609,0.0068446098578609,0
"134","BRUV",2019,"Anacapa","bm_SEBSPP",0.0068446098578609,0.0068446098578609,0
"135","BRUV",2019,"Anacapa","bm_SENT",0.0068446098578609,0.00897627652452757,-0.117747524629897
"136","BRUV",2019,"Anacapa","bm_SFLA",0.0068446098578609,0.0068446098578609,0
"137","BRUV",2019,"Anacapa","bm_SGIG",7.20378318128643,8.09673502652453,-0.0507492938080137
"138","BRUV",2019,"Anacapa","bm_SGOO",0.0068446098578609,0.0068446098578609,0
"139","BRUV",2019,"Anacapa","bm_SGUT",0.00935746700071804,0.0176200265245276,-0.274848253605592
"140","BRUV",2019,"Anacapa","bm_SHOP",0.0170981812864323,0.0200300265245276,-0.0687316069511294
"141","BRUV",2019,"Anacapa","bm_SJAP",0.0068446098578609,0.0068446098578609,0
"142","BRUV",2019,"Anacapa","bm_SLAL",0.0068446098578609,0.881450026524528,-2.10984899674255
"143","BRUV",2019,"Anacapa","bm_SLEN",0.0068446098578609,0.0068446098578609,0
"144","BRUV",2019,"Anacapa","bm_SLUC",0.00760746700071804,0.0068446098578609,0.0458913787443203
"145","BRUV",2019,"Anacapa","bm_SMAL",0.0068446098578609,0.0068446098578609,0
"146","BRUV",2019,"Anacapa","bm_SMAR",0.0068446098578609,0.0068446098578609,0
"147","BRUV",2019,"Anacapa","bm_SMEL",0.0068446098578609,0.0068446098578609,0
"148","BRUV",2019,"Anacapa","bm_SMIN",0.0068446098578609,0.0243571098578609,-0.551277056498149
"149","BRUV",2019,"Anacapa","bm_SMYS",0.0068446098578609,0.0205012765245276,-0.476432205079793
"150","BRUV",2019,"Anacapa","bm_SMYSYOY",0.0068446098578609,0.0068446098578609,0
"151","BRUV",2019,"Anacapa","bm_SNEB",0.0068446098578609,0.0068446098578609,0
"152","BRUV",2019,"Anacapa","bm_SNIG",0.0068446098578609,0.0068446098578609,0
"153","BRUV",2019,"Anacapa","bm_SPAU",0.0068446098578609,0.0291283598578609,-0.628967332894517
"154","BRUV",2019,"Anacapa","bm_SPAUYOY",0.0068446098578609,0.0068446098578609,0
"155","BRUV",2019,"Anacapa","bm_SPIN",0.0068446098578609,0.0068446098578609,0
"156","BRUV",2019,"Anacapa","bm_SPINYOY",0.0068446098578609,0.0068446098578609,0
"157","BRUV",2019,"Anacapa","bm_SPUL",0.400157109857861,0.533354609857861,-0.124785515412614
"158","BRUV",2019,"Anacapa","bm_SPULYOY",0.0068446098578609,0.0068446098578609,0
"159","BRUV",2019,"Anacapa","bm_SRAS",0.0068446098578609,0.0580996098578609,-0.928824517658777
"160","BRUV",2019,"Anacapa","bm_SROS",0.0291517527150038,0.0371000265245276,-0.104709548785084
"161","BRUV",2019,"Anacapa","bm_SRUB",0.0106467527150038,0.0105171098578609,0.0053207566940619
"162","BRUV",2019,"Anacapa","bm_SSAG",0.0068446098578609,0.0387608598578609,-0.753044704298573
"163","BRUV",2019,"Anacapa","bm_SSEM",0.0679585384292895,0.0162000265245276,0.622728304393202
"164","BRUV",2019,"Anacapa","bm_SSER",0.0068446098578609,0.0068446098578609,0
"165","BRUV",2019,"Anacapa","bm_STICH",0.0068446098578609,0.0068446098578609,0
"166","BRUV",2019,"Anacapa","bm_STRE",0.0068446098578609,0.0068446098578609,0
"167","BRUV",2019,"Anacapa","bm_SUMB",0.0068446098578609,0.0068446098578609,0
"168","BRUV",2019,"Anacapa","bm_SXYR",0.0068446098578609,0.0068446098578609,0
"169","BRUV",2019,"Anacapa","bm_SYNG",0.0068446098578609,0.0068446098578609,0
"170","BRUV",2019,"Anacapa","bm_TCAL",0.0068446098578609,0.0068446098578609,0
"171","BRUV",2019,"Anacapa","bm_Total",0.0068446098578609,0.0068446098578609,0
"172","BRUV",2019,"Anacapa","bm_TPAC",0.0068446098578609,0.0068446098578609,0
"173","BRUV",2019,"Anacapa","bm_TSEM",0.0068446098578609,0.0068446098578609,0
"174","BRUV",2019,"Anacapa","bm_TSYM",0.0068446098578609,0.0068446098578609,0
"175","BRUV",2019,"Anacapa","bm_UHAL",0.0068446098578609,0.0068446098578609,0
"176","BRUV",2019,"Anacapa","bm_UnID.SMYS",0.0068446098578609,0.0068446098578609,0
"177","BRUV",2019,"Anacapa","bm_UNK",0.0068446098578609,0.0068446098578609,0
"178","BRUV",2019,"Anacapa","bm_URON",0.0068446098578609,0.0068446098578609,0
"179","BRUV",2019,"Anacapa","bm_USAN",0.0068446098578609,0.0068446098578609,0
"180","BRUV",2019,"Anacapa","bm_XCAL",0.0068446098578609,0.0068446098578609,0
"181","BRUV",2019,"Anacapa","bm_XLIO",0.0068446098578609,0.0068446098578609,0
"182","BRUV",2019,"Anacapa","bm_ZEXA",0.0068446098578609,0.0068446098578609,0
"183","BRUV",2019,"Anacapa","bm_ZROS",0.0068446098578609,0.0068446098578609,0
"184","BRUV",2019,"Santa Rosa","bm_nontargeted",0.141089092616482,1.981496752715,-1.14749992454209
"185","BRUV",2019,"Santa Rosa","bm_targeted",11.916917023651,6.95540282414357,0.233841628059124
"186","BRUV",2019,"Santa Rosa","bm_AAFF",0.0068446098578609,0.0068446098578609,0
"187","BRUV",2019,"Santa Rosa","bm_AARG",0.0068446098578609,0.0068446098578609,0
"188","BRUV",2019,"Santa Rosa","bm_ADAV",0.0068446098578609,0.0068446098578609,0
"189","BRUV",2019,"Santa Rosa","bm_AFLA",0.0068446098578609,0.0068446098578609,0
"190","BRUV",2019,"Santa Rosa","bm_AGUA",0.0068446098578609,0.0068446098578609,0
"191","BRUV",2019,"Santa Rosa","bm_AHAR",0.0068446098578609,0.0068446098578609,0
"192","BRUV",2019,"Santa Rosa","bm_AHOL",0.00697874778889538,0.0068446098578609,0.00842880482970782
"193","BRUV",2019,"Santa Rosa","bm_AINE",0.0068446098578609,0.0068446098578609,0
"194","BRUV",2019,"Santa Rosa","bm_ANOB",0.0068446098578609,0.0068446098578609,0
"195","BRUV",2019,"Santa Rosa","bm_AOCE",0.0068446098578609,0.0068446098578609,0
"196","BRUV",2019,"Santa Rosa","bm_APFL",0.0068446098578609,0.0068446098578609,0
"197","BRUV",2019,"Santa Rosa","bm_ATHE",0.0068446098578609,0.0068446098578609,0
"198","BRUV",2019,"Santa Rosa","bm_ATHESPP",0.0068446098578609,0.0068446098578609,0
"199","BRUV",2019,"Santa Rosa","bm_AVUL",0.0068446098578609,0.0068446098578609,0
"200","BRUV",2019,"Santa Rosa","bm_BAITBALL",0.0068446098578609,0.0068446098578609,0
"201","BRUV",2019,"Santa Rosa","bm_BATH",0.0068446098578609,0.0068446098578609,0
"202","BRUV",2019,"Santa Rosa","bm_BFRE",0.0068446098578609,0.0068446098578609,0
"203","BRUV",2019,"Santa Rosa","bm_BFREYOY",0.0068446098578609,0.0068446098578609,0
"204","BRUV",2019,"Santa Rosa","bm_BOTH",0.0068446098578609,0.0068446098578609,0
"205","BRUV",2019,"Santa Rosa","bm_BPOL",0.0068446098578609,0.0068446098578609,0
"206","BRUV",2019,"Santa Rosa","bm_BRAY",0.0068446098578609,1.75847532414357,-2.40978758001616
"207","BRUV",2019,"Santa Rosa","bm_CAGG",0.0068446098578609,0.0068446098578609,0
"208","BRUV",2019,"Santa Rosa","bm_CGIG",0.0068446098578609,0.0068446098578609,0
"209","BRUV",2019,"Santa Rosa","bm_CITH",0.0068446098578609,0.0068446098578609,0
"210","BRUV",2019,"Santa Rosa","bm_CITHSPP",0.0068446098578609,0.0068446098578609,0
"211","BRUV",2019,"Santa Rosa","bm_CLUP",0.0068446098578609,0.0068446098578609,0
"212","BRUV",2019,"Santa Rosa","bm_COBS",0.0068446098578609,0.0068446098578609,0
"213","BRUV",2019,"Santa Rosa","bm_COTSP",0.0068446098578609,0.00701425271500375,-0.0106327105003858
"214","BRUV",2019,"Santa Rosa","bm_CPRI",2.33718495468545,2.29427353842929,0.00804788582884772
"215","BRUV",2019,"Santa Rosa","bm_CPUN",0.0385456443406195,0.0551763955721466,-0.155778016682722
"216","BRUV",2019,"Santa Rosa","bm_CPUNYOY",0.0068446098578609,0.0068446098578609,0
"217","BRUV",2019,"Santa Rosa","bm_CSAT",0.0068446098578609,0.0068446098578609,0
"218","BRUV",2019,"Santa Rosa","bm_CSOR",0.038638058133723,0.0205028241435752,0.275201604889203
"219","BRUV",2019,"Santa Rosa","bm_CSTI",0.0068446098578609,0.0068446098578609,0
"220","BRUV",2019,"Santa Rosa","bm_CVEN",0.0068446098578609,0.0068446098578609,0
"221","BRUV",2019,"Santa Rosa","bm_CVIO",0.0068446098578609,0.0068446098578609,0
"222","BRUV",2019,"Santa Rosa","bm_CXAN",0.0068446098578609,0.0068446098578609,0
"223","BRUV",2019,"Santa Rosa","bm_DMAC",0.0068446098578609,0.0068446098578609,0
"224","BRUV",2019,"Santa Rosa","bm_EBIS",0.0068446098578609,0.0068446098578609,0
"225","BRUV",2019,"Santa Rosa","bm_EJAC",0.0134025408923437,0.0068446098578609,0.291838442540896
"226","BRUV",2019,"Santa Rosa","bm_EJOR",0.0068446098578609,0.0068446098578609,0
"227","BRUV",2019,"Santa Rosa","bm_ELAT",0.0068446098578609,0.0068446098578609,0
"228","BRUV",2019,"Santa Rosa","bm_EMBI",0.0068446098578609,0.0068446098578609,0
"229","BRUV",2019,"Santa Rosa","bm_EMOR",0.0068446098578609,0.0068446098578609,0
"230","BRUV",2019,"Santa Rosa","bm_ETAU",0.0068446098578609,0.0068446098578609,0
"231","BRUV",2019,"Santa Rosa","bm_EWAL",0.0068446098578609,0.0068446098578609,0
"232","BRUV",2019,"Santa Rosa","bm_GBY",0.0068446098578609,0.0068446098578609,0
"233","BRUV",2019,"Santa Rosa","bm_GGAL",0.0068446098578609,0.0068446098578609,0
"234","BRUV",2019,"Santa Rosa","bm_GLIN",0.0068446098578609,0.0068446098578609,0
"235","BRUV",2019,"Santa Rosa","bm_GMAE",0.0068446098578609,0.0068446098578609,0
"236","BRUV",2019,"Santa Rosa","bm_GMOR",0.0068446098578609,0.0068446098578609,0
"237","BRUV",2019,"Santa Rosa","bm_GNIG",0.0068446098578609,0.0068446098578609,0
"238","BRUV",2019,"Santa Rosa","bm_HANA",0.0068446098578609,0.0068446098578609,0
"239","BRUV",2019,"Santa Rosa","bm_HARG",0.0068446098578609,0.0068446098578609,0
"240","BRUV",2019,"Santa Rosa","bm_HAZU",0.0068446098578609,0.0068446098578609,0
"241","BRUV",2019,"Santa Rosa","bm_HCAL",0.0068446098578609,0.0068446098578609,0
"242","BRUV",2019,"Santa Rosa","bm_HCAR",0.0068446098578609,0.0068446098578609,0
"243","BRUV",2019,"Santa Rosa","bm_HDEC",0.0068446098578609,0.0068446098578609,0
"244","BRUV",2019,"Santa Rosa","bm_HELL",0.0068446098578609,0.0068446098578609,0
"245","BRUV",2019,"Santa Rosa","bm_HEXA",0.0068446098578609,0.0068446098578609,0
"246","BRUV",2019,"Santa Rosa","bm_HFRA",0.0068446098578609,0.0068446098578609,0
"247","BRUV",2019,"Santa Rosa","bm_HGRI",0.0068446098578609,0.0068446098578609,0
"248","BRUV",2019,"Santa Rosa","bm_HHEM",0.0068446098578609,0.0068446098578609,0
"249","BRUV",2019,"Santa Rosa","bm_HLAG",0.0068446098578609,0.0068446098578609,0
"250","BRUV",2019,"Santa Rosa","bm_HROS",0.0068446098578609,0.0068446098578609,0
"251","BRUV",2019,"Santa Rosa","bm_HRUB",0.0068446098578609,0.0068446098578609,0
"252","BRUV",2019,"Santa Rosa","bm_HSEM",0.0068446098578609,0.0068446098578609,0
"253","BRUV",2019,"Santa Rosa","bm_HSEMYOY",0.0068446098578609,0.0068446098578609,0
"254","BRUV",2019,"Santa Rosa","bm_HSPI",0.0068446098578609,0.0068446098578609,0
"255","BRUV",2019,"Santa Rosa","bm_HSTE",0.0068446098578609,0.0068446098578609,0
"256","BRUV",2019,"Santa Rosa","bm_HSTO",0.0068446098578609,0.0068446098578609,0
"257","BRUV",2019,"Santa Rosa","bm_KGB",0.0068446098578609,0.0068446098578609,0
"258","BRUV",2019,"Santa Rosa","bm_LARM",0.0068446098578609,0.0068446098578609,0
"259","BRUV",2019,"Santa Rosa","bm_LBIL",0.0068446098578609,0.0068446098578609,0
"260","BRUV",2019,"Santa Rosa","bm_LHIR",0.0068446098578609,0.0068446098578609,0
"261","BRUV",2019,"Santa Rosa","bm_MCAL",0.0068446098578609,0.0068446098578609,0
"262","BRUV",2019,"Santa Rosa","bm_MMIN",0.0068446098578609,0.0068446098578609,0
"263","BRUV",2019,"Santa Rosa","bm_MMOL",0.0068446098578609,0.0068446098578609,0
"264","BRUV",2019,"Santa Rosa","bm_NBLA",0.0068446098578609,0.0068446098578609,0
"265","BRUV",2019,"Santa Rosa","bm_NCEP",0.0068446098578609,0.0068446098578609,0
"266","BRUV",2019,"Santa Rosa","bm_OCAL",0.0140735753751023,0.0068446098578609,0.31305574501955
"267","BRUV",2019,"Santa Rosa","bm_OCALYOY",0.0068446098578609,0.0068446098578609,0
"268","BRUV",2019,"Santa Rosa","bm_OELO",0.797398058133723,1.49438568128643,-0.272787523928059
"269","BRUV",2019,"Santa Rosa","bm_OPIC",0.0253911615819988,0.172410324143575,-0.831880699146232
"270","BRUV",2019,"Santa Rosa","bm_OTSH",0.0068446098578609,0.0068446098578609,0
"271","BRUV",2019,"Santa Rosa","bm_OYB",0.0068446098578609,0.0068446098578609,0
"272","BRUV",2019,"Santa Rosa","bm_OYT",0.0913332305475161,0.247389252715004,-0.432752009380181
"273","BRUV",2019,"Santa Rosa","bm_PATR",0.0068446098578609,0.0068446098578609,0
"274","BRUV",2019,"Santa Rosa","bm_PCAL",0.0068446098578609,0.0068446098578609,0
"275","BRUV",2019,"Santa Rosa","bm_PCLA",0.0068446098578609,0.0068446098578609,0
"276","BRUV",2019,"Santa Rosa","bm_PCLAYOY",0.0068446098578609,0.0068446098578609,0
"277","BRUV",2019,"Santa Rosa","bm_PCOE",0.0068446098578609,0.0068446098578609,0
"278","BRUV",2019,"Santa Rosa","bm_PFAL",0.0068446098578609,0.0068446098578609,0
"279","BRUV",2019,"Santa Rosa","bm_PFUR",0.0068446098578609,0.0068446098578609,0
"280","BRUV",2019,"Santa Rosa","bm_PGLA",0.0068446098578609,0.0068446098578609,0
"281","BRUV",2019,"Santa Rosa","bm_PHOL",0.0068446098578609,0.0068446098578609,0
"282","BRUV",2019,"Santa Rosa","bm_PLEU",0.0068446098578609,0.0068446098578609,0
"283","BRUV",2019,"Santa Rosa","bm_PMAC",0.0068446098578609,0.0068446098578609,0
"284","BRUV",2019,"Santa Rosa","bm_PMEL",0.0068446098578609,0.0068446098578609,0
"285","BRUV",2019,"Santa Rosa","bm_PNEB",0.0068446098578609,0.0068446098578609,0
"286","BRUV",2019,"Santa Rosa","bm_PNOT",0.0068446098578609,0.0068446098578609,0
"287","BRUV",2019,"Santa Rosa","bm_PPRO",0.0068446098578609,0.0068446098578609,0
"288","BRUV",2019,"Santa Rosa","bm_PTRI",0.0068446098578609,0.0068446098578609,0
"289","BRUV",2019,"Santa Rosa","bm_PVIO",0.0068446098578609,0.0068446098578609,0
"290","BRUV",2019,"Santa Rosa","bm_RALL",0.0068446098578609,0.0068446098578609,0
"291","BRUV",2019,"Santa Rosa","bm_RBIN",0.0068446098578609,0.0068446098578609,0
"292","BRUV",2019,"Santa Rosa","bm_RFSP",0.0068446098578609,0.0133788955721466,-0.291071565471677
